(6.18298,337.974)
(8.92958,334.069)
(14.7788,483.978)
(16.0862,164.278)
(22.055,564.794)
(26.0303,181.441)
(27.0987,805.811)
(43.9655,287.242)
(54.9759,848.525)
(62.0614,389.565)
(68.3024,200.659)
(68.7222,562.386)
(91.4527,375.168)
(95.0821,83.4966)
(95.9823,828.78)
(105.933,336.471)
(122.342,138.659)
(122.826,67.0211)
(129.304,855.951)
(157.372,282.507)
(160.529,610.237)
(168.121,730.531)
(171.91,116.647)
(181.428,597.727)
(182.82,706.934)
(196.14,176.528)
(198.665,957.241)
(244.275,315.98)
(260.509,207.488)
(266.323,861.697)
(283.604,412.979)
(293.475,854.137)
(294.457,583.254)
(294.739,51.5589)
(301.603,697.604)
(318.595,40.7697)
(331.396,699.615)
(338.473,867.306)
(345.551,333.532)
(351.267,423.953)
(353.117,917.187)
(360.767,223.846)
(381.324,898.019)
(396.6,251.04)
(400.064,597.912)
(415.22,649.928)
(426.895,348.236)
(441.003,193.357)
(447.848,267.889)
(483.088,185.875)
(498.864,824.305)
(535.643,499.135)
(543.719,977.135)
(545.334,192.686)
(600.304,189.818)
(625.339,796.013)
(633.975,334.07)
(641.193,676.521)
(641.588,214.392)
(648.384,184.434)
(666.971,80.1821)
(669.134,520.736)
(672.258,190.364)
(676.012,291.891)
(683.422,696.306)
(685.17,476.489)
(687.899,838.329)
(688.351,186.947)
(693.892,271.2)
(700.827,554.096)
(706.523,122.203)
(711.55,368.722)
(721.762,426.975)
(723.321,380.263)
(725.061,692.145)
(753.06,53.3767)
(757.854,32.3686)
(799.225,910.085)
(806.64,503.255)
(808.756,143.56)
(821.15,494.421)
(821.425,246.412)
(833.014,362.95)
(846.371,633.213)
(847.846,645.477)
(849.536,896.627)
(857.059,119.597)
(860.469,680.976)
(861.631,17.8602)
(869.142,731.955)
(872.136,835.903)
(885.343,633.008)
(892.251,931.072)
(920.671,343.097)
(942.746,587.342)
(955.503,682.469)
(978.547,858.355)
(981.224,707.979)
(996.462,935.895)
(999.224,248.108)

(6.18298,337.974)
(16.0862,164.278)
(27.0987,805.811)
(54.9759,848.525)
(95.0821,83.4966)
(122.826,67.0211)
(198.665,957.241)
(318.595,40.7697)
(543.719,977.135)
(861.631,17.8602)
(996.462,935.895)
(999.224,248.108)
