677.074,264.807
626.418,69.787
977.485,392.268
128.119,106.022
304.375,55.8968
819.301,525.71
8.54824,979.488
980.9,750.19
147.92,325.484
442.593,813.124
302.187,841.532
874.265,810.794
672.128,699.879
703.509,63.1057
198.136,700.393
697.935,562.783
890.194,342.596
935.795,494.73
484.165,99.133
353.322,592.447
125.846,59.9566
997.508,979.243
799.055,936.883
964.381,611.406
677.235,479.469
98.7713,415.194
822.77,103.075
6.31317,748.798
485.268,313.978
324.666,169.2
292.006,541.65
17.2494,946.043
906.164,394.284
104.771,202.704
975.806,414.429
351.112,462.582
306.122,76.7324
958.38,348.733
87.5361,49.2862
834.993,969.418
488.38,942.968
132.405,924.593
156.644,24.4926
956.402,454.896
40.6505,243.592
794.321,794.923
675.509,959.784
561.38,818.332
466.282,624.531
673.244,212.624
137.455,877.217
789.777,419.729
233.897,284.623
751.222,479.68
525.258,888.505
732.367,413.123
541.366,629.592
69.6749,963.625
395.019,770.421
273.335,371.982
147.471,303.449
63.7755,952.581
320.313,424.37
646.322,708.346
149.81,789.45
153.195,944.039
337.361,546.41
668.982,886.413
735.124,444.194
627.849,710.593
330.387,951.522
553.006,744.01
286.657,730.337
18.7901,837.735
717.642,473.955
320.245,580.47
184.76,102.442
245.954,607.132
707.512,198.565
180.669,401.618
15.4994,938.957
797.628,137.133
261.597,52.3337
636.375,892.035
111.589,953.167
592.936,784.912
796.566,585.64
137.804,258.649
515.513,121.633
636.035,107.349
841.744,593.905
181.176,68.7092
907.764,14.0829
271.381,353.16
228.826,73.4734
152.011,762.671
35.3208,974.143
797.364,495.441
634.556,617.993
585.678,385.95
802.97,31.7365
972.632,654.112
28.0612,690.377
714.654,133.971
327.002,525.379
536.037,599.006
183.241,429.114
157.406,284.227
952.276,613.309
960.354,691.089
642.816,147.052
105.256,467.537
558.645,557.799
482.274,358.763
956.444,92.5413
949.905,766.838
438.011,802.934
176.146,247.919
870.186,572.314
526.584,551.035
647.996,841.451
268.559,701.418
628.767,560.872
831.953,668.827
217.423,59.5374
18.7282,299.635
86.181,57.9562
267.06,208.313
742.128,251.71
883.992,197.863
152.26,189.74
714.05,48.4851
308.098,902.175
57.6432,524.766
697.145,155.188
316.285,692.642
601.185,796.093
211.896,155.272
153.687,120.627
858.147,754.062
865.07,76.636
104.258,463.005
790.211,583.83
976.211,10.4309
854.631,198.727
838.446,506.097
627.826,587.186
834.808,898.056
766.439,305.989
384.6,563.091
4.59341,419.271
428.799,172.129
492.435,450.212
678.355,334.918
40.3918,528.158
667.313,322.356
505.941,630.145
816.606,45.2989
18.8573,530.555
156.709,228.371
808.999,854.058
316.162,843.763
753.492,526.975
1.14725,177.862
452.76,508.896
830.777,125.356
766.575,285.946
583.147,189.776
895.841,930.607
762.991,832.575
384.182,169.852
320.602,599.645
167.296,53.6403
949.687,457.722
147.581,852.027
352.934,125.759
938.439,993.948
525.96,566.566
115.54,319.947
309.567,919.257
989.73,450.058
69.6861,332.882
514.398,760.009
820.942,748.222
950.344,276.291
428.541,539.11
317.439,379.948
243.608,872.36
33.4395,331.207
875.131,505.456
949.787,142.358
245.437,916.835
279.885,240.363
337.81,291.02
426.095,856.211
11.7658,607.478
265.427,969.048
881.382,350.706
331.977,874.519
828.075,689.848
275.673,837.535
288.379,309.392
951.858,829.802
936.549,209.261
597.352,141.744
818.973,405.411
122.526,931.972
401.607,358.907
93.7239,239.999
942.258,493.51
833.841,388.627
880.398,451.171
875.072,23.1087
741.314,327.872
728.777,886.813
916.594,261.064
557.159,431.249
357.562,593.867
622.41,179.724
284.308,891.929
106.609,911.18
614.275,833.889
170.579,158.947
708.605,954.496
430.984,255.297
982.908,894.468
281.331,850.834
696.793,381.002
943.314,485.158
908.763,110.654
903.234,412.371
992.53,681.814
787.967,686.655
346.101,763.408
707.253,401.241
83.3283,632.815
93.3358,374.175
23.8377,826.583
257.105,603.44
16.2278,975.031
654.024,569.496
779.793,294.053
918.804,23.5228
89.5526,477.073
329.727,206.153
753.176,955.959
547.589,113.711
743.517,220.887
181.692,329.64
924.195,490.957
537.613,955.196
672.739,337.594
955.436,674.689
100.905,59.3307
851.631,86.2145
193.905,492.306
683.612,372.711
232.759,535.174
110.642,65.6601
932.855,590.586
482.074,16.7952
423.217,55.0498
713.342,257.549
288.241,270.76
805.244,91.6574
541.195,239.25
765.388,44.0642
68.0772,54.1646
153.807,418.78
474.535,605.987
584.955,895.401
767.253,342.047
399.353,588.751
490.806,908.587
545.036,158.915
186.269,147.144
76.1052,118.061
116.754,873.818
295.256,567.145
473.984,642.623
569.481,321.226
541.436,997.167
787.048,569.962
641.461,522.102
578.642,766.731
789.47,576.208
686.098,872.361
905.275,452.867
932.974,52.0948
124.088,150.843
291.272,275.236
592.341,444.945
288.023,854.406
746.888,859.398
824.088,384.492
376.498,68.0763
408.608,840.122
594.945,306.913
533.58,777.821
374.066,391.53
656.609,233.541
179.786,885.065
711.977,703.563
257.576,735.733
858.158,994.82
620.942,231.285
781.202,410.238
174.977,177.068
283.097,575.716
991.836,401.586
985.011,159.92
313.206,23.3552
73.5964,376.285
671.909,222.391
854.479,995.931
18.8974,47.113
416.551,436.562
451.466,790.934
905.485,539.77
917.76,481.225
580.747,8.30807
30.281,481.162
406.823,768.534
149.452,765.525
625.729,388.097
451.174,931.245
976.025,18.5347
617.235,48.7133
644.971,166.141
633.949,104.197
919.214,794.263
793.379,419.361
319.575,18.3085
896.801,539.188
347.16,504.877
928.451,322.026
752.205,114.692
18.5848,183.267
792.199,159.815
490.133,227.886
537.893,841.63
588.894,276.869
102.814,994.492
820.044,944.193
548.781,786.08
793.291,793.363
269.192,59.0968
581.544,224.126
265.508,520.584
188.6,917.372
407.757,912.605
330.261,359.776
23.2679,781.397
333.734,324.899
398.728,834.276
892.679,593.589
708.416,707.07
163.376,603.221
830.901,201.219
119.99,958.358
993.277,634.337
552.509,565.196
627.815,884.204
487.01,29.5528
278.515,654.278
206.406,705.129
319.449,876.957
733.916,757.66
621.503,793.797
273.467,931.854
127.128,116.215
765.952,464.038
452.428,791.239
215.974,7.77686
536.982,404.303
9.87564,960.562
936.668,19.4686
597.286,857.699
419.278,892.171
136.478,883.531
353.298,842.344
165.318,913.853
611.104,879.875
657.128,484.864
842.012,246.472
977.13,881.029
909.385,950.781
567.081,23.5252
635.044,420.419
377.029,979.854
993.286,431.159
161.838,83.1378
805.393,34.9259
962.875,485.246
660.307,637.617
914.689,219.164
807.75,773.558
35.2713,415.36
175.433,236.921
548.695,903.343
893.164,799.229
453.525,135.818
387.603,537.734
485.829,697.193
461.303,648.081
814.304,700.853
402.475,469.322
353.659,100.403
491.696,842.462
82.1027,961.801
337.302,150.815
699.686,869
860.459,36.7382
528.563,133.853
972.156,689.998
541.47,439.001
659.213,479.665
546.153,998.233
124.645,98.9373
526.722,212.019
959.652,32.0074
862.557,717.783
335.291,966.834
204.613,781.975
813.845,715.72
448.568,462.724
850.267,298.032
185.367,544.894
451.09,29.7944
978.845,43.8823
288.007,610.644
876.681,437.354
918.692,847.508
463.341,256.046
859.489,859.915
758.754,377.382
346.206,5.23671
385.27,394.492
758.419,422.643
954.649,921.547
95.4325,717.607
875.778,51.3348
251.681,79.2086
386.246,535.21
622.527,17.785
904.238,738.685
327.33,139.107
626.138,97.3814
859.171,273.574
352.67,359.791
961.909,119.329
54.8891,132.684
726.657,29.5242
130.277,865.23
989.609,559.752
42.567,512.666
890.792,837.793
189.055,481.95
929.195,489.691
996.209,905.656
32.6555,33.9323
139.346,851.956
965.209,236.1
810.805,841.922
176.167,634.489
59.6028,14.9964
366.654,816.455
160.514,497.728
625.394,412.642
609.245,675.767
500.38,295.011
59.513,907.64
809.583,126.439
727.919,230.567
858.556,94.5619
167.638,614.982
835.496,160.777
687.16,173.311
297.135,176.311
66.2631,899.897
517.449,866.218
964.751,516.806
582.289,172.824
518.364,126.718
900.8,308.662
560.992,191.7
630.611,775.236
719.507,413.206
363.873,740.195
657.684,405.149
691.243,447.944
517.592,692.854
353.101,751.353
702.683,190.243
27.5175,1.35694
214.046,627.619
40.1074,517.127
841.208,953.514
75.9354,94.7385
537.144,155.326
518.913,34.7239
970.577,430.263
887.8,10.6329
321.057,901.341
486.503,139.681
648.242,665.28
132.538,45.7411
941.273,591.995
817.057,417.783
977.931,515.332
754.932,696.248
2.1835,260.373
564.63,180.495
871.945,160.064
548.786,711.826
452.179,392.561
462.444,70.8908
37.8569,457.925
425.539,573.937
865.306,16.3109
13.553,666.133
957.786,131.894
664.964,725.333
6.14861,662.363
224.189,820.385
359.048,264.161
590.759,78.4807
107.529,550.888
299.655,879.229
899.675,837.722
414.555,612.408
728.323,362.487
589.228,397.054
484.725,717.211
409.807,592.746
242.442,328.556
623.472,129.409
156.784,551.922
340.819,695.219
290.835,122.281
935.133,700.41
593.123,728.237
8.93174,572.83
997.691,837.03
140.368,416.816
455.619,473.01
397.462,836.172
508.08,537.828
958.009,996.588
586.332,458.224
165.962,973.616
289.066,857.219
801.135,846.963
295.575,446.168
350.993,673.759
527.855,133.477
